[0:00 -> 0:02]  Learning to code is so different in 2026.
[4:56 -> 4:59]  GitHub is industry standard for displaying your code,
[4:59 -> 5:01]  sharing it, and collaborating with other people.
[5:01 -> 5:03]  This is especially important if you're intending to do agent again,
[5:03 -> 5:07]  engineering because you want to be tracking the changes that your AI coding agent is doing.
[5:07 -> 5:12]  In case it makes a mistake, you can revert it and redirect it without losing your entire code
[5:12 -> 5:16]  base. Which by the way, this happens to a lot of vibe coders who did not know the fundamentals of
[5:16 -> 5:20]  coding and engineering. I'll put on screen now some resources for you to learn about version control
[5:20 -> 5:23]  and GitHub. Next up is security and privacy.
[5:23 -> 5:29]  So this is a topic that was not particularly important when somebody is learning how to code
[5:29 -> 5:34]  like a few years back. Obviously security and privacy is important, but it's sort of something that
[5:34 -> 5:39]  just gets taught within the scope of other things. How does authentication work and how do you
[5:39 -> 5:43]  integrate authentication into your apps? But the reason why I'm separating this out as its own little
[5:43 -> 5:48]  topic here is because I think it's particularly important in this day and age to learn about security
[5:48 -> 5:53]  and privacy because it's usually one of the blind spots of AI coding agents. So you as the human can't
[5:53 -> 5:57]  just kind of like hope that the AI agent is just going to take care of it. You don't need to be quite
[5:57 -> 6:01]  explicit in incorporating these principles. Don't worry, this is honestly not a really big topic.
[6:01 -> 6:08]  It's just really important to know and as they say, I think paranoia makes a good engineer maybe.
[6:08 -> 6:12]  I'm going to put on screen now a few different resources that I suggest you take a look at and learn
[6:12 -> 6:15]  about privacy and security. Alright, so at this point, you would have covered pretty much the
[6:15 -> 6:21]  fundamentals of coding and software engineering now. You have now earned your stripes to be able
[6:21 -> 6:28]  to harness the power of agentic engineering by using AI coding agents. Yay! But with that being said,
[6:28 -> 6:34]  I do want to throw in a bonus little topic, which is debatable whether it's actually like
[6:34 -> 6:38]  necessary necessary for you to know this topic. But I personally think it's pretty important and
[6:38 -> 6:42]  you're probably going to have to learn about it anyway. And that is microservices, otherwise known as
[6:42 -> 6:47]  the concept of containerization. This is a software deployment method that packages and applications
[6:47 -> 6:52]  code together with all of the files, libraries, and dependencies that it needs in order to run that
[6:52 -> 6:57]  piece of code. So it's sort of like little packages, little containers of pieces of software. The purpose
[6:57 -> 7:01]  of this is the isolated application from its surroundings. So it's not interacting with the rest of
[7:01 -> 7:05]  your computer. And it's able to run consistently across different computer environments, like different
[7:05 -> 7:09]  computers, different computer systems, different types of clouds. This is usually more of an advanced
[7:09 -> 7:13]  topic. And people usually learn about this when they're building stuff or like on the job. But the reason
[7:13 -> 7:18]  why I'm putting this here as like an optional, but maybe you should learn about this kind of topic is
[7:18 -> 7:22]  as another precaution if you're using AI coding agents. You can imagine if you're letting your coding
[7:22 -> 7:26]  agent, or even like multiple coding agents, just do whatever it wants, right? It can end up messing up
[7:26 -> 7:31]  your development environment entirely, or like building things in a way that cannot be properly
[7:31 -> 7:35]  deployed and used by other people. I would be just like really frustrated because you can't figure out
[7:35 -> 7:39]  why it's happening. So if you do take the precaution to containerize, you can end up with something
[7:39 -> 7:46]  more reliable. And if your AI agent does run a mock and starts doing crazy things, it's going to be
[7:46 -> 7:50]  in its own little environment doing it. So worst case scenario, just shut off that environment. Let me know
[7:50 -> 7:55]  in the comments of these topics I have just covered. How many of these topics do you already know? Which ones do
[7:55 -> 7:59]  you still need to learn? Curious where you guys are on the learning journey? As promised, I'm also
[7:59 -> 8:03]  going to put a prompt on screen, also a probably linking description to you, which you can put into your
[8:03 -> 8:09]  favorite AI chatbot, chatgbt, Gemini, Cloud, when deep seek, whatever you want. And it will help adapt
[8:09 -> 8:13]  this learning plan and resource list to fit the goals of your learning and also help you determine
[8:13 -> 8:18]  which coding language makes the most sense for you to learn. Yay, amazing. You have now earned your
[8:18 -> 8:24]  stripes to be able to tackle this new world, this brave new world of agentic engineering.
[8:25 -> 8:31]  Now, agentic engineering itself. Gosh, it just, agentic engineers does not sound as cool as
[8:31 -> 8:38]  vibe coding. It's just not as catchy. It's fine. Agentic engineering. Okay, agentic engineering itself
[8:38 -> 8:42]  is also a skill. It involves how to set up your project and how to set up your AI coding agents,
[8:42 -> 8:46]  how to communicate what it is that you wanted to build to your coding agents and how to monitor them
[8:46 -> 8:50]  correctly among many other things. For agentic engineering, there are different options for which
[8:50 -> 8:55]  coding agents to use and how to use them and orchestrate them together. Me personally, I really like
[8:55 -> 9:01]  using warp who is also the sponsor of this portion of the video because it's a pro developer tool that
[9:01 -> 9:06]  covers the full spectrum of AI coding. Gidec started is so simple. I built this entire project using warp,
[9:06 -> 9:11]  but as it scaled, I needed to move faster and that's where the magic begins. Instead of tackling one
[9:11 -> 9:16]  thing at a time, I deployed multiple coding agents simultaneously. Here's one that's adding a back-in
[9:16 -> 9:21]  feature, one undocumented and one that's writing tests. This is all powered by Oz, which is a
[9:21 -> 9:26]  cloud-based agent orchestration platform built on top of work. The Oz dashboard gives you a real time
[9:26 -> 9:30]  view of all your agents. Add a glance. You can see what they're working on, their status, and any
[9:30 -> 9:35]  issues that they may have and because it's cloud-based, each agent runs in its own isolated environment,
[9:35 -> 9:40]  meaning that they won't interfere with each other and my poor MacBook Air can stay alive. That is not
[9:40 -> 9:45]  all. You can actually incorporate Oz within your project itself. For example, this is a scheduled agent
[9:45 -> 9:49]  that updates my microsite every day. It goes in there, takes the AI news of that day, which is what I
[9:49 -> 9:54]  care about and summarizes it and displays that information for me. With Oz, you can also convert skills
[9:54 -> 9:58]  into AI coding agents. Integrate them directly with slack and linear and tap into a ton of other
[9:58 -> 10:04]  features that support teamwork flows. 700,000 engineers are already using it and 97% with code-diffs
[10:04 -> 10:08]  get accepted. Which honestly is pretty impressive and tracks from my experience too. So if you want to
[10:08 -> 10:11]  get started, you can get started for free at the link linked below. Thank you so much for
[10:11 -> 10:17]  watching this video. Now back to the video. Unfortunately, there are not that many good resources
[10:17 -> 10:21]  on agent engineering, probably because it's such a new topic. But I'm going to put on screen now,
[10:21 -> 10:25]  a couple of videos that I've done and some other resources as well. If you guys want, I can also
[10:25 -> 10:29]  make a video that specifically covers how to do agent engineering. You know what's crazy? Is that
[10:29 -> 10:35]  to learn all of these topics that we just discussed? Higher to AI, it would have taken you years. People
[10:35 -> 10:39]  go to school for this and then work multiple years to get to this level. Or even if they're attending
[10:39 -> 10:44]  a fast track boot camp, we're still talking at least 10 to 12 months completely full-time. But with
[10:44 -> 10:49]  good learning techniques and with AI to help with your learning, you can reduce the learning time
[10:49 -> 10:53]  down by so much. I think that if you really focus and if you say you're doing it completely full-time,
[10:53 -> 10:58]  I would estimate maybe like six months to be able to learn all these topics very solidly. So in the
[10:58 -> 11:01]  next section, I'm actually going to share some of my favorite learning techniques that can help you
[11:01 -> 11:05]  learn faster. For those of you who've watched my channel for a while, you probably also know that
[11:05 -> 11:10]  learning things fast is like my favorite activity. So very exciting. Let's not talk about tips to
[11:10 -> 11:15]  supercharger learning. I'm going to divide these tips up into two different categories. The first is
[11:15 -> 11:19]  how to use your resources better, like the lectures, the books. And the second is how to use projects
[11:19 -> 11:24]  for learning and specifically how to use a AI coding agent to help you build the project and learn
[11:24 -> 11:29]  at the same time. Two birds of one stone. Okay, let's first talk about how to use resources. If your
[11:29 -> 11:33]  resource happens to be like a video or like some text or like readings and stuff like that, I would
[11:33 -> 11:39]  really recommend using something like notebook LM and put all that information in there and ask
[11:39 -> 11:44]  it to summarize things for you and also to generate questions that will guide you along the work.
[11:44 -> 11:48]  This is called primate and can really speed up your learning process because you'll understand
[11:48 -> 11:51]  what are the things that you need to be learning and how they fit together with each other.
[11:51 -> 11:56]  As you're going through the lectures, the text and like code, the bits and whatever, if there's anything
[11:56 -> 12:02]  you don't understand, you can also just pop you paste that and put that into AI to help you explain what's
[12:02 -> 12:07]  going on. When it comes to code and logic, at least of the filming right now, the best AI model to do
[12:07 -> 12:11]  this would be clot. I personally default using clots on it for anything that happens to do with code.
[12:11 -> 12:15]  But if you don't want to pay for it and you run out of the free trial, honestly, most modern AI models
[12:15 -> 12:19]  would be able to help explain code. You can even use the free ones, the open source ones. Like,
[12:19 -> 12:24]  Quen, Kimmy, Redie Pseq. Another way that I really like using AI models to help me learn is by taking
[12:24 -> 12:29]  a concept and asking it to give me examples and analogies because this will really allow me to solidify
[12:29 -> 12:33]  my mind to understand the concept. Like, for example, if you're learning about object-oriented
[12:33 -> 12:38]  programming, you can ask it, explain object-oriented programming to me using analogy and provide examples.
[12:38 -> 12:43]  Much clearer, I think. And finally, oftentimes, the best way to learn how to code is to take the code
[12:43 -> 12:48]  and the snippets from the resources that you have, like other people's code and then ask AI to help
[12:48 -> 12:54]  you understand the code that's there to explain to you what the code is doing. This is so powerful and
[12:55 -> 13:00]  kind of salty that I did not have this option when I was learning how to code.
[13:01 -> 13:05]  To do this, you can also just like copy paste where like upload the code into an AM model or this could
[13:05 -> 13:09]  be a good opportunity for you to set up an AI coding agent. Just give it the code and it would explain
[13:09 -> 13:14]  to you the structure of the code how the pieces are fitting together what different lines of code mean
[13:14 -> 13:18]  line by line if you want. And speaking of projects, this is a good transition to the second category
[13:18 -> 13:23]  of tips that I have, which is four projects. First of all, I want to just emphasize that
[13:23 -> 13:28]  projects are the best way for you to learn how to code. Hands down. You can watch like so many
[13:28 -> 13:31]  lectures read so many things and whatever and you think that you know these things. Yeah, but you don't
[13:31 -> 13:36]  unless you actually start building with it. And the way you do that is by doing projects. So I encourage
[13:36 -> 13:40]  you to do projects continuously as you're learning. Like if you're learning about how to use an API,
[13:40 -> 13:45]  actually make a project in which you use an API or multiple APIs. If you're learning about testing,
[13:45 -> 13:50]  write some tests. Try and understand the differences between different text acts. Try them out yourself,
[13:50 -> 13:55]  especially with the help of AI coding agents. It is so easy to do this. You can ask the coding
[13:55 -> 14:01]  agent something like build me a music storage software with like xyz specs built with a gen go back in
[14:01 -> 14:06]  next j as front end and store the data in a SQL ID database, for example. So you're going to learn
[14:06 -> 14:11]  faster gamer experience and also work towards using AI coding agents with agent to engineering.
[14:11 -> 14:16]  I previously mentioned other people's projects as well. Another great way for you to learn is to take
[14:16 -> 14:21]  other people's projects and then adapt them. Add on more stuff to them. Change around the code
[14:21 -> 14:26]  and see how the results change. This is such a great way to learn and a staple amongst engineering
[14:26 -> 14:31]  students everywhere. Another tip as you're coding, you can also ask AI to give you multiple suggestions
[14:31 -> 14:35]  for how to implement something. This way you can expand the scope of your knowledge which is going to
[14:35 -> 14:41]  make you a much better coder. And final little tip, ask AI to help you understand documentation. I hate
[14:41 -> 14:46]  reading documentation. Like I hate it so much. I don't think I've read any documentation since like
[14:46 -> 14:52]  2024 because I will ask AI to help me understand documentation. To be clear, I still need to understand
[14:52 -> 14:56]  the documentation. I just don't like reading it. So this is a great way to understand documentation
[14:56 -> 15:00]  faster and incorporate them into your projects. I'm not going to go into vibe coding such
[15:00 -> 15:05]  agentic engineering specific tips right now because there's just like way too much and there's a whole
[15:05 -> 15:11]  other video that I can make on this topic. So I'm just going to put on screen some of my favorite
[15:11 -> 15:16]  little vibe coding tips. If that's helpful for you guys, just know that this is not everything and
[15:16 -> 15:20]  it might be confusing if you've never had any experience at all. Let me know in the comments if you
[15:20 -> 15:26]  want me to actually make like a fully fledge video for that topic. Alright, we have now come to the end
[15:26 -> 15:30]  of this video. Thank you so much for watching until the end. I know that was a lot. I really hope
[15:30 -> 15:35]  this is helpful to you. I'm so glad that you're learning how to code in 2026. That's the luck in your
[15:35 -> 15:38]  coding journey. And I will see you guys in next video or livestream.
